,polarity,tweet
346,-1.0,elonmusk The customer service #TeslaSolar awful I cant even stomach thought deal
347,-0.125,Tesla trading time PE still pumping cnbc IMO extremely irresponsible
348,0.0,Current #Tesla Price
349,0.0,#elon #Musk TShirt #thedogefather Amazon US #ElonMusk #dogecoin #bitcoin #Ethereum
350,0.0,BEAKING officially breached TSLA #Tesla
351,0.0,Tesla Gigafactory HUGEEEEE #Tesla elonmusk
352,0.0,Tesla rival file HONG Kong IPO listing ElectricVehicle manufacturer Xpeng XPEV premarket rece
353,0.2,#Tesla gonna save whole market nothing see
354,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
355,0.0,Chinese Mining Company Ganfeng #Lithium To Invest US Million In #Argentina #TNGold TNv Lithium oyalty Holding #G
356,0.2681818181818182,#Tesla unveils new supercomputer train autonomous driving #AI #IoT #selfDrivingCar sebbourguignon tewoz kalydeo
357,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
358,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
359,0.0,Competition coming #tesla
360,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
361,0.0,elonmusk Call Dallas I want ride share AQ Let buy #model #tesla
362,-0.3125,HanyenHan And advantage mean How guy impact #Tesla valuation
363,0.2,userofsharin CSSkeptic You clown absolutely nothing offer discussion tsla tslaq #tesla
364,0.0,I gill #dogecoin #tesla #mine
365,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
366,0.2619047619047619,#Starbase didnt disappoint Well worth journey So much energy work going The place bursting right
367,-0.1,#BasilicaCapital present Hump Days Winners amp Losers #HumpDay #StockMarket #wallstreetbets
368,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
369,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
370,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
371,0.3,userofsharin CSSkeptic Lol I read testimony It clear Musk scammer The former statem
372,0.4,Teslas visiononly autonomous driving system powered supercomputer EFLOPS #Tesla #tech #technews #AI
373,0.2,Sell Your Tesla Free Day Listing A peer peer EV marketplace dedicated connecting private seller buyer
374,-0.2,The biggest danger legacy auto manufacturer pose Tesla legacy auto driver drive one shit
375,0.4,I proud support great American company American made car #tesla #model
376,0.022272727272727267,New #Tesla showroom slowly coming together Sacramento Their service center open friendly helpfu
377,0.4,Teslas visiononly autonomous driving system powered supercomputer EFLOPS #Tesla #tech
378,0.0,SamTwits Inflation Momentum Crypto bounceotation growth stock Weather Or perhaps investor realised #Tesla
379,-0.3333333333333333,The node used selfdriving ML ridiculous per cluster #Tesla
380,-0.09999999999999992,How many people planning buy Tesla accepts doge I want cybertruck badly #dogearmy #Tesla
381,0.2,PeterMcCormack Interviews jackmallers El Salvador adopting Bitcoin legal tender El Salvador The Whole Stor
382,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
383,0.0,Attention TSLAQ Twitter censoring MyTsla Its article Elon Musk donating k Dogecoin generate
384,-0.8,I HATE #Tesla Dont ever buy #Solar Panels company You regret The stress aggravation caused
385,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
386,0.35,Just finished km road trip Tesla Model Cost I fatigue thanks FSD Safe nimble fa
387,0.065,#Nasdaq closed record high second straight session #Tesla leading way jumping
388,0.5,ApolloNano Oh OK huh nanouueugpehttewosownsbarjjpdhbqzaqqxaiggrscxznjo Lets
389,0.4,I proud support great American company American made car #tesla #model
390,0.0,Took picture yesterday entire portfolio went parabolic #tesla #fubo #DKNG #WISH
391,0.0,#Tesla car safest world
392,0.05000000000000001,userofsharin CSSkeptic I read testimony Musk Former CFO solar city It clear Musk
393,0.0,Currently DOGE At rate #Tesla Model X cost Longange Plaid
394,0.0,COUNTDOWN DAYS TO #DUCKDAY Im accumulating #lunes #lunes #btc #eth #crypto #doge #tesla #b
395,0.2,PeterMcCormack Interviews jackmallers El Salvador adopting Bitcoin legal tender El Salvador The Whole
396,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
397,0.8,Win Tesla Genius Presale Come guy share #geniuscoin #wearegenius #Tesla #
398,0.0,#Tesla car safest world
399,0.0,When I see tsla #Tesla
400,0.4,I proud support great American company American made car #tesla #model
401,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
402,-0.3,Tesla always jump negative news Its falling bitcoin position rival raising money All bullish TSLA
403,0.5,whatsinside MrBeast We know love emoji #Tesla fart feature car Personall
404,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
405,0.02500000000000001,No matter excuse officially given someone TLC clearly owning stock oil company disgracef
406,0.0,#elon cant STOP IT #tesla #bear
407,0.0,NWGC #LITHIUM #ELONMUSK #MINING #TESLA #CLEANENEGY #CLAY #Infrastructurebill #METALEFINING
408,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
409,-0.07500000000000001,Number Teslas registered Norway today Model S Model X Model making total Sour
410,0.0,Do think #Tesla announce accepting DOGE year #dogecoin #dogearmy #btc #cryptocurrencies #
411,0.35,Tesla shelf Model S Plaid Plus regular Plaid good
412,0.0,Do think #Tesla announce accepting DOGE year #dogecoin #dogearmy #btc
413,0.25,Just took delivery first Model S Plaid Virginia Ive owned lambos ferraris mclarens Ive NEVE felt
414,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
415,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
416,-0.025,US market mainly flat NASDAQ #Tesla Yields USD commodity Excess money confuse
417,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
418,0.275,EmmetPeppers TeslaPodcast Agree ob TeslaPodcast great job Serous ambitious humble consistent
419,0.0,Elon Musks Wonder Fear The Duality Innovation #Tesla #innovation #technology elonmusk #
420,0.0,Number Teslas registered Norway today Model S Model X Model making total
421,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
422,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
423,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
424,0.0,tesla shiba deal giant #shiba #tesla partnership Maybe
425,0.4000000000000001,#Tesla stop taking #Bitcoin payment #China ban Bitcoin Tesla launch huge business incentive
426,0.4,I proud support great American company American made car #tesla #model
427,0.0,What thoroughly pantsshitting ride #Tesla #Plaid
428,0.0,BEAKING officially breached TSLA #Tesla
429,0.0,Tune monthly mAKet update webinar today PM EST Hear CathieDWood amp AKs team analyst weigh #Te
430,0.5,Tune Bloombergadio carolmassar today PM EST hear AK CEO CIO CathieDWood weigh latest #T
431,0.5,Tune BloombergTV today PM EST hear CathieDWood EricBalchunas discus #Tesla amp elonmusks latest anno
432,0.0,Hospital visit daughter covid parent allowed My tesla helping pas time help wi
433,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
434,0.3181818181818182,Join u LIVE tonight pm ET latest #Tesla News Please support channel SUBSCIBING link
435,0.15000000000000002,TSLAs #autonomous strategy everywhere To feed AI machine #Tesla collected roughly billion mile da
436,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
437,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
438,0.44999999999999996,Arguably real world driving data valuable simulated data While #Waymo may superior driving technology
439,0.7,Is good time sell #ASKE amp #Dogecoins take profit SHAE U THOUGHTS #DOGE #cryptocurrency #doge
440,0.0,Tesla charging station Kremmling CO #ElectricVehicles future future #tes
441,1.0,We alerted profited Finding best trade See Find u Telegram
442,0.0,WholeMarsBlog elonmusk Maybe elonmusk going build renewable energy bitcoin mining farm Texas #Tesla
443,0.15,Elon Musk add billion net worth today #Tesla stock rise #elonmusk
444,0.1,#doge x #Tesla MUCH WOW
445,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
446,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
447,0.25833333333333336,Elon Musk lose B #Bitcoin adventure #Tesla fine Not lot young revolutionary
448,-0.1,All genius fighting demon publicly w SEC One day #Bitcoin almost BS fiat money
449,0.0,Tesla charging station Kremmling CO #ElectricVehicles future future n
450,0.049999999999999996,#Tesla found #Bitcoin Now everything back normal amp proper centuriesold definition applied even Tw
451,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
452,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
453,-0.2,We building The Green Energy Metalsoyalty amp #Gold Company #Tesla Nikola rEVolution amp Gold #DYO amp join #rEVolut
454,0.0,Chinese Mining Company Ganfeng #Lithium To Invest US Million In #Argentina #TNGold TNv Lithium oyalty Holding #G
455,0.5,Glad able share eight picture taken ago one quad squad The size facto
456,0.1,#Nasdaq lift another ATH #TESLA leading #DOW #SPX modest decline Investors believing FED ta
457,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
458,0.3,#Tesla billion mile worth data compared million mile #Waymo collected date shown bel
459,0.0,Is #Teslas logo inspired cat elonmusk #catgecoin #catgevsdoge #dogecoin #doge #elonmusk #charity #charitytoken
460,0.15,Elon Musk add billion net worth today #Tesla stock rise #elonmusk
461,0.35,Look cool feel cooler summer Check Book appt online
462,0.5,Glad able share eight picture taken ago one quad squad The size facto
463,0.4,Teslas preferential treatment justified Brandenburg Environmental Minister #Tesla
464,0.0,FS #stocks #StockMarket #investors #investments #gains #swingtrade #stocktobuy #ev #fisker #Tesla #StocksInFocus
465,0.125,Tesla open first charging station #China #energystorage facility The station generate power f
466,0.0,deltagammaqueen OPTFLOrida TheockTrading What think #Tesla tomorrow
467,0.4375,Gifting bottle #Tesla tequila best friend little sister She love Model vowed make
468,-0.10185185185185186,Congrats follower amp long term investor sticking down loading boat We closed
469,0.0,#Tesla one two model AmericanMade Index carsdotcom Move Ford GM
470,0.11666666666666665,TSLA winning initial #BTC investment ealized M Estimating average buy price
471,0.0,#Tesla one two model AmericanMade Index carsdotcom Move Ford GM
472,-0.15,IF probably WAS tesla #teslas #bitcoin wallet Elon Musk sold average k He said sold
473,0.6,TechBond yield rose today Federaleserve official continue hawkish talk Microsoft Apple fell
474,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
475,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
476,-0.15,IF probably WAS tesla #teslas #bitcoin wallet Elon Musk sold average k He said sold
477,-0.3,Floridas governor locked Florida dirty fossil fuel future #tesla #eCar
478,0.0,European Commission BEPA partner bring battery production Europe #tesla #eCar
479,0.0,Current #Tesla Price
480,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
481,0.13636363636363635,Tesla Model waiting YOU Join u amp play LIVE CASH Tesla Qualifier # #Bitcasino
482,0.13636363636363635,Tesla Model waiting YOU Join u amp play LIVE CASH Tesla Qualifier # #Bitcasino
483,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
484,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
485,0.8,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream fir
486,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
487,0.2,At #Tesla Autopilot bringing rd cluster one biggest supercomputer world Were scaling fast
488,0.0,Is #Teslas logo inspired cat elonmusk #catgecoin #catgevsdoge #dogecoin #doge #elonmusk #charity #charitytoken
489,0.5,Glad able share eight picture taken ago one quad squad The size facto
490,0.0,I tried Tesla theater Not shabby #tesla
491,0.13636363636363635,Tesla Shows Off Its Brand New AITraining Supercomputer #Tesla #AI #ArtificialIntelligence #SuperComputer #
492,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
493,0.5,Glad able share eight picture taken ago one quad squad The size facto
494,0.13636363636363635,Tesla Unveils Its New Supercomputer To Train SelfDriving AI #Tesla #SuperComputer #ArtificialIntelligence #AI #
495,-0.8,I HATE #Tesla Dont ever buy #Solar Panels company You regret The stress aggravation caused
496,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
497,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
498,0.065,#Nasdaq closed record high second straight session #Tesla leading way jumping aft
499,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
